ACT_SEGREG,AREA_HA,AREA_M2,ARROJO_RR1,ARROJO_RR_,CANT_RRSS,CATEGORIA,CRIANZA_AN,DEN_BOT,DEPARTAMEN,DISTRITO,ESTE,Index,M_ADM_BOT,M_DISP_RRS,NORTE,PERIMETRO,PROVINCIA,QUEMA_BASU,ZONA
No,0.08716606,871.66061659,No,Si,"0,045",Recuperación,No,Botadero Sector Chicabamba,Huancavelica,Locroja,561264.0,253,Municipalidad distrital de Locroja,Municipalidad distrital de Locroja,8589907.0,119.41353078,Churcampa,Si,18
No,0.11345005,1134.50048512,No,No,"0,035",Recuperación,Si,Botadero Sector Humaconca,Huancavelica,Anco,542256.0,274,Municipalidad distrital de Anco,Municipalidad distrital de Anco,8599280.0,131.65047578,Churcampa,Si,18
Si,0.04782926,478.29260074,No,Si,"0,710",Recuperación,No,Botadero Ñuñuurqo,Huancavelica,Paucarbamba,550831.0,627,Municipalidad distrital de Paucarbamba,Municipalidad distrital de Paucarbamba,8612454.0,91.02421046,Churcampa,Si,18
No,0.11570946,1157.09456183,No,No,"0,057",Recuperación,No,Botadero Ichupata,Huancavelica,Cosme,539469.0,759,Municipalidad distrital de Cosme,Municipalidad distrital de Cosme,8610664.0,149.91668388,Churcampa,Si,18
Si,0.65518849,6551.88486035,No,No,"0,150",Recuperación,No,Botadero Mamachapampa,Huancavelica,Paucarbamba,550581.0,1623,Municipalidad distrital de Chinchihuasi,Municipalidad distrital de Chinchihuasi,8616912.0,307.18878686,Churcampa,Si,18
No,0.12095391,1209.53908814,No,No,"0,857",Recuperación,No,Botadero Tantarhuayco,Huancavelica,San Pedro de Coris,562539.0,1624,Municipalidad distrital de San Pedro de Coris,Municipalidad distrital de San Pedro de Coris,8608073.0,143.92673671,Churcampa,Si,18
No,0.06400371,640.03714026,No,No,"0,02",Recuperación,Si,Botadero Sector Horno Cucho,Huancavelica,Palca,502525.0,33,Municipalidad distrital de Palca,Municipalidad distrital de Palca,8600730.0,107.37158103,Huancavelica,Si,18
Si,8.95038161,89503.8160587,Si,Si,35,Recuperación,Si,Botadero Huayllachay - Pampachacra,Huancavelica,Huancavelica,509465.0,90,Municipalidad provincial de Huancavelica,Municipalidad provincial de Huancavelica,8582608.0,1172.72993092,Huancavelica,Si,18
No,0.00980773,98.07725732,No,No,"0,01",Recuperación,Si,Botadero Sector Corunya,Huancavelica,Cuenca,495751.0,94,Municipalidad distrital de Cuenca,Municipalidad distrital de Cuenca,8625737.0,40.09107147,Huancavelica,Si,18
No,0.02793999,279.39987251,No,No,"0,02",Recuperación,No,Botadero Unchul,Huancavelica,Moya,483869.0,160,Municipalidad distrital de Moya,Municipalidad distrital de Moya,8626901.0,64.50426833,Huancavelica,Si,18
No,0.06,603.0,No,No,0.5,Recuperación,No,Botadero Sector Accotupe,Huancavelica,Cuenca,495402.0,1753,MUNICIPALIDAD DISTRITAL DE CUENCA,Municipalidad Distrital de Cuenca,8626372.0,100.0,Huancavelica,Si,18
No,0.03937333,393.73332453,No,No,"0,03",Recuperación,Si,Botadero Sector Los Blancos,Huancavelica,Córdova,479921.0,258,Municipalidad distrital de Cordova,Municipalidad distrital de Cordova,8448017.0,79.48912378,Huaytará,Si,18
No,0.02881171,288.11706214,No,No,"0,03",Recuperación,Si,Botadero Sector Quillco,Huancavelica,Laramarca,495882.0,260,Municipalidad distrital de Laramarca,Municipalidad distrital de Laramarca,8458044.0,67.86299771,Huaytará,Si,18
No,0.07602911,760.29106895,No,Si,"0,7",Recuperación,No,Botadero Caracol,Huancavelica,Huaytará,461751.0,509,Municipalidad provincial de Huaytara,Municipalidad provincial de Huaytara,8495200.0,109.39020906,Huaytará,Si,18
No,0.02765912,276.59116807,No,No,"0,04",Recuperación,Si,Botadero Av. Los Libertadores – Cercado Aniso,Huancavelica,Ayavi,461880.0,510,Municipalidad distrital de Ayavi,Municipalidad distrital de Ayavi,8485303.0,63.15596773,Huaytará,Si,18
No,0.11824401,1182.44009559,No,No,"0,02",Recuperación,No,Botadero ubicado en el lugar denominado Aguasanta - Yaaccero,Huancavelica,Huayacundo Arma,464945.0,1508,Municipalidad distrital de Huayacundo Arma,Municipalidad distrital de Huayacundo Arma,8502247.0,136.19955942,Huaytará,Si,18
No,0.02046437,204.6436944,No,No,"0,01",Recuperación,Si,Botadero 1: Lugar Ubicado en el Sector Pucarumi,Huancavelica,Laramarca,496223.0,1535,Municipalidad distrital de Laramarca,Municipalidad distrital de Laramarca,8458292.0,60.14956044,Huaytará,Si,18
No,0.31760076,3176.00760872,No,Si,"0,5",Recuperación,Si,Botadero Sector Chamana,Huancavelica,Acostambo,504405.0,58,Municipalidad distrital de Izcuchaca,Municipalidad distrital de Izcuchaca,8616693.0,292.20317175,Tayacaja,Si,18
No,0.03214053,321.40525622,No,No,"0,09",Recuperación,No,Botadero Sector Chullincuy,Huancavelica,Huaribamba,508923.0,71,Municipalidad distrital de Huaribamba,Municipalidad distrital de Huaribamba,8643380.0,70.08406412,Tayacaja,Si,18
No,0.13948826,1394.88258093,No,No,"0,12",Recuperación,No,Botadero Sector Aychahuarcuna,Huancavelica,Tintay Puncu,551994.0,72,Municipalidad distrital de Tintay Puncu,Municipalidad distrital de Tintay Puncu,8658422.0,146.07518335,Tayacaja,Si,18
No,0.03182541,318.25413926,No,No,"0,08",Recuperación,No,Botadero Sector Uchuyccaparina,Huancavelica,Salcahuasi,526603.0,74,Municipalidad distrital de Salcahuasi,"Municipalidad distrital de Salcahuasi, Municipalidad distrital de San Marcos de Rocchac",8662297.0,70.30423506,Tayacaja,Si,18
No,0.02037421,203.7420774,No,No,"0,08",Recuperación,No,Botadero S/N,Huancavelica,San Marcos de Rocchac,514670.0,87,Municipalidad distrital de San Marcos de Rocchac,Municipalidad distrital de San Marcos de Rocchac,8663059.0,61.01281969,Tayacaja,Si,18
No,0.08638984,863.89840528,No,No,"0,143",Recuperación,No,Botadero Sector Yanarumi,Huancavelica,Acostambo,490794.0,137,Municipalidad distrital de Acostambo,"Municipalidad distrital de Acostambo, Municipalidad distrital de Ñahuimpuquio",8632822.0,128.26033803,Tayacaja,Si,18
Si,1.77472024,17747.2024423,No,No,11,Recuperación,No,Botadero Hatunpampa,Huancavelica,Pampas,513706.0,452,Municipalidad provincial de Tayacaja,"Municipalidad provincial de Tayacaja, Municipalidad distrital de Ahuaycha, Municipalidad distrital de Acraquia, Municipalidad distrital de Daniel Hernández",8627425.0,545.49555233,Tayacaja,Si,18
Si,0.17866397,1786.6396568,No,No,"0,029",Recuperación,No,Botadero de Umacunka,Huancavelica,Andaymarca,539187.0,653,Municipalidad distrital de Andaymarca,Municipalidad distrital de Andaymarca,8639317.0,186.95113246,Tayacaja,Si,18
Si,0.03248105,324.81045969,No,No,"0,0714",Recuperación,No,Botadero de Moronquiyoc,Huancavelica,Santiago de Tucuma,511502.0,779,Municipalidad distrital de Santiago de Tucuma,Municipalidad distrital de Santiago de Tucuma,8638161.0,77.53500343,Tayacaja,Si,18
No,0.05798545,579.85445267,No,No,"0,08",Recuperación,No,Botadero en el Sector Soroche,Huancavelica,Quishuar,524021.0,1611,Municipalidad distrital de Quishuar,Municipalidad distrital de Quishuar,8648512.0,96.72766144,Tayacaja,Si,18
No,0.13548145,1354.81445049,No,Si,"0,29",Recuperación,No,Botadero Ongoy,Huánuco,San Francisco,358002.0,795,Municipalidad distrital de San Francisco,Municipalidad distrital de San Francisco,8856993.0,142.86991751,Ambo,No,18
No,0.08096389,809.63890527,No,No,"0,5",Recuperación,No,Botadero Escalón,Huánuco,Cayna,346879.0,814,Municipalidad distrital de Cayna,Municipalidad distrital de Cayna,8865456.0,121.86100296,Ambo,No,18
No,0.08464243,846.42429632,No,No,"0,3",Recuperación,No,Botadero Huacaspata,Huánuco,Huacar,362537.0,972,Municipalidad distrital de Huacar,Municipalidad distrital de Huacar,8877498.0,134.31646517,Ambo,No,18
No,0.01829234,182.92342019,No,No,"1,5",Recuperación,Si,Botadero Uchuc Huariaca,Huánuco,San Rafael,371103.0,1516,Municipalidad distrital de San Rafael,Municipalidad distrital de San Rafael,8857783.0,53.97194632,Ambo,No,18
No,0.00970684,97.06843761,No,No,No Precisa,Recuperación,No,Botadero Cruz Punta,Huánuco,Conchamarca,367571.0,1519,Municipalidad distrital de Conchamarca,Municipalidad distrital de Conchamarca,8889527.0,39.59054045,Ambo,No,18
No,0.26036449,2603.64492928,No,No,4,Recuperación,No,Botadero Yana Rumi,Huánuco,Huacar,363324.0,1531,Municipalidad distrital de Huacar,Municipalidad distrital de Huacar,8873542.0,206.05044956,Ambo,No,18
No,0.19526844,1952.68442703,No,Si,0.6,Recuperación,No,Botadero Utagayna,Huánuco,Cayna,346280.0,1580,Municipalidad distrital de Cayna,Municipalidad distrital de Cayna,8865747.0,186.46020434,Ambo,No,18
No,0.10018984,1001.8983876,No,No,"0,2",Recuperación,No,Botadero Muchinga,Huánuco,Quivilla,312132.0,147,Municipalidad distrital de Marias,Municipalidad distrital de Marias,8938042.0,115.13769075,Dos de Mayo,No,18
No,0.05526837,552.68371529,No,No,"0,020",Recuperación,No,Botadero Huancarumi,Huánuco,Shunqui,303980.0,654,Municipalidad distrital de Shunqui,Municipalidad distrital de Shunqui,8923418.0,100.13253774,Dos de Mayo,No,18
No,0.02310808,231.08080888,No,No,"0,1",Recuperación,No,Botadero Choqueragra,Huánuco,Chuquis,312917.0,908,Municipalidad distrital de Chuquis/Bueyes,Municipalidad distrital de Chuquis,8930034.0,61.26949965,Dos de Mayo,No,18
No,0.04650119,465.01188356,No,No,"0,1",Recuperación,No,Botadero Casharragra Pucapampa,Huánuco,Yanas,308221.0,974,Municipalidad distrital de Yanas,Municipalidad distrital de Yanas,8925960.0,83.06708898,Dos de Mayo,No,18
Si,0.73911186,7391.11857665,No,Si,"3,89",Recuperación,No,Botadero Pachachaca,Huánuco,La Unión,303141.0,1147,Municipalidad provincial de Dos de Mayo,Municipalidad provincial de Dos de Mayo,8913365.0,372.36219372,Dos de Mayo,No,18
No,0.0303429,303.42902261,No,No,"0,12",Recuperación,No,Botadero Lucmapata,Huánuco,Quivilla,310953.0,1518,Municipalidad distrital de Quivilla,Municipalidad distrital de Quivilla,8939392.0,72.63044943,Dos de Mayo,No,18
No,0.03867542,386.75424084,No,No,"0,08",Recuperación,Si,Botadero Gochachakis,Huánuco,Sillapata,305078.0,1540,Municipalidad distrital de Sillapata,Municipalidad distrital de Sillapata,8919052.0,73.80677151,Dos de Mayo,No,18
No,1.0,10000.0,No,No,0.10,Recuperación,No,Botadero Anta Tuna de Shunqui,Huánuco,Shunqui,303637.0,1807,MUNICIPALIDAD DISTRITAL DE SHUNQUI,Municipalidad distrital de Shunqui,8924384.0,400.0,Dos de Mayo,No,18
No,0.25,250.0,No,No,0,Recuperación,No,Botadero Jucho de Shunqui,Huánuco,Shunqui,303649.0,1780,MUNICIPALIDAD DISTRITAL DE SHUNQUI,No dispone,8922525.0,200.0,Dos de mayo,No,18
No,0.06938975,693.89745343,No,No,No Precisa,Recuperación,No,Botadero Agua Rica,Huánuco,Cochabamba,298849.0,48,Municipalidad distrital de Cochabamba,Municipalidad distrital de Cochabamba,8995428.0,121.64317854,Huacaybamba,No,18
No,0.04516379,451.63794785,No,No,"0,1",Recuperación,No,Botadero Shiracapatak,Huánuco,Canchabamba,266684.0,821,Municipalidad distrital de Canchabamba,Municipalidad distrital de Canchabamba,9017533.0,79.79027276,Huacaybamba,No,18
No,0.01709864,170.98642684,No,No,No Precisa,Recuperación,No,Botadero Santa Rosa,Huánuco,Pinra,274862.0,1043,Municipalidad distrital de Pinra,Municipalidad distrital de Pinra,9012400.0,51.69552621,Huacaybamba,No,18
No,0.17512664,1751.2664416,No,No,4,Recuperación,No,Botadero Chaupiyacu,Huánuco,Monzón,349749.0,1560,Municipalidad distrital de Monzón,No precisa,8972978.0,206.29259011,Huamalies,No,18
No,0.02878298,287.82978455,No,No,"0,047",Recuperación,No,Botadero Sacayhua,Huánuco,Miraflores,299288.0,46,Municipalidad distrital de Miraflores,Municipalidad distrital de Miraflores,8949905.0,65.95588577,Huamalíes,No,18
No,0.01590163,159.01627169,No,No,"2,5",Recuperación,No,Botadero San Benito,Huánuco,Monzón,346040.0,47,Municipalidad distrital de Monzón,Municipalidad distrital de Monzón,8974234.0,47.81755057,Huamalíes,No,18
No,0.03357862,335.78620972,No,No,No Precisa,Recuperación,No,Botadero Potgaragra,Huánuco,Puños,291454.0,148,Municipalidad distrital de Puños,Municipalidad distrital de Puños,8949916.0,74.16780669,Huamalíes,No,18
No,0.078509,785.092071,No,No,0.3,Recuperación,No,Botadero Chipaco,Huánuco,Monzón,337262.0,482,Municipalidad distrital de Monzón,Municipalidad distrital de Monzón,8973526.0,110.706652,Huamalíes,No,18
No,0.06568369,656.83694596,No,No,"0,5",Recuperación,No,Botadero Tauriyoj,Huánuco,Jacas Grande,309952.0,1517,Municipalidad distrital de Jacas Grande,Municipalidad distrital de Jacas Grande,8944797.0,110.85430431,Huamalíes,No,18
No,0.16665983,1666.59831562,No,No,"0,4",Recuperación,No,Botadero Sector Muchkacoto,Huánuco,Arancay,307303.0,1541,Municipalidad distrital de Arancay,Municipalidad distrital de Arancay,8986624.0,181.11218281,Huamalíes,No,18
No,0.02357979,235.79785633,No,Si,1,Recuperación,No,Botadero Sector Wischasmachay,Huánuco,Jircan,311448.0,1543,Municipalidad distrital de Jircan,Municipalidad distrital de Jircan,8976551.0,61.52421331,Huamalíes,No,18
No,0.04749924,474.99236428,No,No,"0,1",Recuperación,No,Botadero Markajuahuan,Huánuco,Tantamayo,311133.0,1672,Municipalidad distrital de Tantamayo,Municipalidad distrital de Tantamayo,8961774.0,88.25611054,Huamalíes,No,18
Si,0.88,8000.0,No,No,0.80,Recuperación,No,Botadero Gauguiz,Huánuco,Miraflores,302026.0,1812,MUNICIPALIDAD DISTRITAL DE MIRAFLORES,Municipalidad distrital de Miraflores,8950762.0,384.0,Huamalíes,No,18
No,0.06730224,673.02242875,No,No,"3,42",Recuperación,No,Botadero Huaychaugoto,Huánuco,Margos,333266.0,242,Municipalidad distrital de Margos,Municipalidad distrital de Margos,8894255.0,103.23238708,Huánuco,No,18
No,0.10685195,1068.51945852,No,No,"0,1",Recuperación,No,Botadero Parash Pampa,Huánuco,San Pedro de Chaulan,339011.0,880,Municipalidad distrital de San Pedro de Chaulan,Municipalidad distrital de San Pedro de Chaulan,8887522.0,139.79906798,Huánuco,No,18
No,0.07111381,711.13808257,No,No,"0,77",Recuperación,No,Botadero Mujinete,Huánuco,Yacus,336161.0,882,Municipalidad distrital de Yacus,Municipalidad distrital de Yacus,8895705.0,105.47014606,Huánuco,No,18
No,0.10509354,1050.9353588,No,No,No Precisa,Recuperación,No,Botadero Higuscancha,Huánuco,San Francisco de Cayran,359186.0,883,Municipalidad distrital de San Francisco de Cayran,Municipalidad distrital de  San Francisco de Cayran,8897042.0,128.97972858,Huánuco,No,18
No,0.26503195,2650.31953986,No,No,No Precisa,Recuperación,No,Botadero Santa María del Valle,Huánuco,Santa María del Valle,371552.0,952,Municipalidad distrital de Santa Maria del Valle,Municipalidad distrital de Amarilis,8909859.0,199.48447402,Huánuco,No,18
No,0.01794728,179.4728231,No,No,"0,2",Recuperación,No,Botadero Galloragra,Huánuco,Churubamba,375755.0,1436,Municipalidad distrital de Churumbamba,Municipalidad distrital de Churubamba,8913234.0,54.8530184,Huánuco,No,18
No,0.08475666,847.56664378,No,No,1,Recuperación,No,Botadero Villa Sol,Huánuco,Chinchao,383329.0,1437,Municipalidad distrital de Chinchao,Municipalidad distrital de Chinchao,8915480.0,111.33425131,Huánuco,No,18
No,0.01154126,115.41259605,No,No,1,Recuperación,No,Botadero Chirimoya Pampa,Huánuco,Quisqui (Kichki),347524.0,1515,Municipalidad distrital de Quisqui (Kichki),Municipalidad distrital de Quisqui,8904879.0,43.21673782,Huánuco,No,18
No,5.0,50000.0,No,No,0,Recuperación,No,Ex Botadero de Marabamba,Huánuco,Huánuco,359751.0,1757,POR DETERMINAR,No precisa,8900123.0,2500.0,Huánuco,No,18
Si,1.9,19522.51,No,No,411.82,Recuperación,No,Botadero Cunyaq,Huánuco,San Francisco de San Cayran,357597.0,1808,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE CAYRAN,Municipalidad distrital San Francisco de Cayran,8896924.0,582.15,Huánuco,No,18
Si,0.27469118,2746.91183871,No,Si,"0,59",Recuperación,No,Botadero Purupampa,Huánuco,Jesús,320358.0,50,Municipalidad provincial de Lauricocha,Municipalidad provincial de Lauricocha,8883862.0,252.40789238,Lauricocha,No,18
No,0.07066324,706.63236166,No,Si,"0,17",Recuperación,No,Botadero Ucro Pampa,Huánuco,Rondos,313613.0,243,Municipalidad distrital de Rondos,Municipalidad distrital de Rondos,8896925.0,113.32827102,Lauricocha,No,18
No,0.29823618,2982.3618257,No,Si,No Precisa,Recuperación,No,Botadero Cruzpunta,Huánuco,Jesús,317325.0,1385,Municipalidad provincial de Lauricocha,Municipalidad provincial de Lauricocha,8885096.0,224.23163854,Lauricocha,No,18
No,0.06664732,666.47322107,No,No,No Precisa,Recuperación,No,Botadero Huampón,Huánuco,Jivia,313237.0,1493,Municipalidad distrital de Jivia,Municipalidad distrital de Jivia,8890337.0,104.16198807,Lauricocha,No,18
No,0.11795867,1179.58671539,No,No,"0,15",Recuperación,No,Botadero Toctochaca,Huánuco,Queropalca,303672.0,1679,Municipalidad distrital de Queropalca,Municipalidad distrital de Queropalca,8874582.0,131.14089855,Lauricocha,No,18
No,0.20978594,2097.85942992,No,No,"18,6",Recuperación,No,Botadero Las Mercedes,Huánuco,José Crespo y Castillo,377439.0,49,Municipalidad distrital de José Crespo y Castillo,"Municipalidad distrital de José Crespo y Castillo, Municipalidad distrital de Pueblo Nuevo, Municipalidad distrital de Santo Domingo de Anda",9017031.0,192.62013597,Leoncio Prado,No,18
No,0.77216858,7721.68583675,No,No,215,Recuperación,No,Botadero Nuevo Copal,Huánuco,José Crespo y Castillo,378491.0,1559,Municipalidad distrital de José Crespo y Castillo,"Municipalidad distrital Jose Crespo y Castillo, Municipalidad distrital de Pueblo Nuevo, Municpalidad distrital de  Santo Domingo",9009297.0,356.70360096,Leoncio Prado,No,18
No,0.02651809,265.18086678,No,No,No Precisa,Recuperación,No,Botadero Arroyo Grande,Huánuco,Daniel Alomía Robles,409166.0,1591,Municipalidad distrital de Hermilio Valdizán,Municipalidad distrital de Hermilio Valdizán,8981175.0,67.66785411,Leoncio Prado,No,18
No,0.28361716,2836.17162636,No,No,"2,380",Recuperación,No,Botadero Pucayacu,Huánuco,Pucayacu,376957.0,1674,Municipalidad distrital de Pucayacu,Municipalidad distrital de Pucayacu,9033737.0,234.75312905,Leoncio Prado,No,18
No,0.117999,1179.99002758,No,No,"0,100",Recuperación,No,Botadero Quebrada Ramos Capilla,Huánuco,San Buenaventura,259738.0,512,Municipalidad distrital de San Buenaventura,Municipalidad distrital de San Buenaventura,9030381.0,129.37452433,Marañón,No,18
No,0.55921162,5592.11620566,No,No,1.84,Recuperación,No,Botadero Pumachupay,Huánuco,Huacrachuco,263319.0,1588,Municpalidad provincial de Marañón,Municipalidad de Huacrachuco,9049812.0,302.07799989,Marañón,No,18
No,0.15372303,1537.23026348,No,No,"0,500",Recuperación,No,Botadero Garhuacruz,Huánuco,Cholon,292086.0,1678,Municipalidad distrital de Cholon,Municipalidad distrital de Cholon,9042593.0,151.11268319,Marañón,No,18
No,0.06383366,638.33658324,No,No,"0,35",Recuperación,No,Botadero Llampoloma,Huánuco,Umari,385150.0,953,Municipalidad distrital de Umari,Municipalidad distrital de Umari,8910073.0,100.51122483,Pachitea,No,18
No,0.92318393,9231.83931394,No,No,"3,22",Recuperación,Si,Botadero Once Amigos,Huánuco,Panao,390025.0,1145,Municipalidad provincial de Pachitea,"Municipalidad provincial de Pachitea, Municipalidad distrital de Molino",8905063.0,421.62773174,Pachitea,No,18
No,0.39276374,3927.63735495,No,No,No Precisa,Recuperación,No,Botadero La Loma,Huánuco,Yuyapichis,502215.0,244,Municipalidad distrital de Yuyapichis,Municipalidad distrital de Yuyapichis,8936342.0,246.21071792,Puerto Inca,No,18
No,1.24862547,12486.2546629,No,No,No Precisa,Recuperación,No,Botadero Laureano Alfonso,Huánuco,Honoria,531538.0,971,Municipalidad distrital de Honoria,Municipalidad distrital de Honoria,9031091.0,422.98093855,Puerto Inca,No,18
No,0.20992635,2099.2635351,No,No,No Precisa,Recuperación,No,Botadero Isleria,Huánuco,Codo del Pozuzo,454893.0,1438,Municipalidad distrital de Codo del Pozuzo,Municipalidad distrital de Codo del Pozuzo,8924879.0,196.21855388,Puerto Inca,No,18
No,0.02802702,280.27024392,No,No,1,Recuperación,Si,Botadero Las Lomas,Huánuco,Tournavista,533286.0,1499,Municipalidad distrital de Tournavista,Municipalidad distrital de Tournavista,9011747.0,72.12841591,Puerto Inca,No,18
No,0.10224167531,1022.4167531,No,Si,14.4,Recuperación,Si,Botadero Pacay,Huánuco,Pampamarca,312519.0,28,MUNICIPALIDAD DISTRITAL DE PAMPAMARCA,Municipalidad distrital de Pampamarca,8927841.0,123.741986789,Yarowilca,No,18
No,0.01796522,179.65222055,No,No,No Precisa,Recuperación,No,Botadero Shaywua,Huánuco,Aparicio Pomares,319101.0,822,Municipalidad distrital de Aparicio Pomares,Municipalidad distrital de Aparicio Pomares,8922887.0,57.4247822,Yarowilca,No,18
No,0.95303993,9530.39931267,No,No,No Precisa,Reconversión,No,Botadero Santa Rosa,Huánuco,Cahuac,321997.0,823,Municipalidad distrital de Cahuac,Municipalidad distrital de Cahuac,8909141.0,399.29357627,Yarowilca,No,18
No,0.01965939,196.59387048,No,No,"0,35",Recuperación,No,Botadero Tranca,Huánuco,Choras,323599.0,889,Municipalidad distrital de Choras,Municipalidad distrital de Choras,8903584.0,55.9169128,Yarowilca,No,18
No,0.0223063,223.0630392,No,No,"0,3",Recuperación,No,Botadero Chogripaqui,Huánuco,Jacas Chico,335235.0,973,Municipalidad distrital de Jacas Chico,Municipalidad distrital de Jacas Chico,8906357.0,55.31499993,Yarowilca,No,18
No,0.08773745,877.37450026,No,No,No Precisa,Recuperación,No,Botadero Azuljircan,Huánuco,Pampamarca,312778.0,975,Municipalidad distrital de Pampamarca,Municipalidad distrital de Pampamarca,8927842.0,113.25715733,Yarowilca,No,18
No,0.03022497,302.24965521,No,No,No Precisa,Recuperación,No,Botadero Cascón,Huánuco,Chavinillo,322293.0,1146,Municipalidad provincial de Yarowilca,Municipalidad distrital de Yarowilca,8910023.0,69.6204183,Yarowilca,No,18
No,0.01387972,138.79720983,No,No,"0,25",Recuperación,No,Botadero San Pedro de Quilo,Huánuco,Obas,316748.0,1512,Municipalidad distrital de Obas,Municipalidad distrital de Obas,8916204.0,47.90884351,Yarowilca,No,18
No,0.11119541,1111.95408828,No,No,No Precisa,Recuperación,No,Botadero Quichqui,Huánuco,Tomay Kichwa,366928.0,881,Municipalidad distrital de Tomay Kichwa,Municipalidad distrital de Tomay Kichua,8887466.0,155.5125822,Ambo,Si,18
No,0.01710274,171.0273776,No,No,No Precisa,Recuperación,No,Botadero Quebrada Yapanacuy,Huánuco,Colpas,345210.0,1514,Municipalidad distrital de Colpas,Municipalidad distrital de Colpas,8864423.0,54.29082711,Ambo,Si,18
No,0.05768446,576.84462357,No,No,15,Recuperación,No,Botadero Quishuar/Shengua/Ullucpata,Huánuco,Ripan,301893.0,696,Municipalidad distrital de Ripán,Municipalidad distrital de Ripán,8914476.0,97.39255595,Dos de Mayo,Si,18
No,0.31735157,3173.51574173,No,No,4,Recuperación,Si,Botadero Agoucro,Huánuco,Pachas,305061.0,937,Municipalidad distrital de Pachas,Municipalidad distrital de Pachas,8928127.0,221.47097625,Dos de Mayo,Si,18
Si,0.27295665,2729.56645399,No,Si,"0,4",Recuperación,No,Botadero Matacaballo,Huánuco,Huacaybamba,283620.0,1262,Municipalidad provincial de Huacaybamba,Municipalidad provincial de Huacaybamba,8998767.0,205.7162619,Huacaybamba,Si,18
No,0.28560311,2856.03114522,No,No,"1,890",Recuperación,No,Botadero Sector Huamanpampa,Huánuco,Chavín de Pariarca,305869.0,1542,Municipalidad distrital de Chavín de Pariarca,Municipalidad distrital de Chavín de Pariarca,8959159.0,202.62194865,Huamalíes,Si,18
No,0.28613257,2861.3257246,No,No,"0,056",Recuperación,Si,Botadero Sector Zanja,Huánuco,Punchao,301697.0,1670,Municipalidad distrital de Punchao,Municipalidad distrital de Punchao,8953583.0,201.62446669,Huamalíes,Si,18
No,0.20698843,2069.8843429,No,No,"0,143",Recuperación,No,Botadero Pucarramrash,Huánuco,Singa,303331.0,1671,Municipalidad distrital de Singa,Municipalidad distrital de Singa,8962126.0,199.15705959,Huamalíes,Si,18
Si,1.86562960749,18656.2960749,No,Si,0.6,Recuperación,Si,Botadero Lluichupuckllanan,Huánuco,Canchabamba,288065.0,17,MUNICIPALIDAD DISTRITAL DE CANCHABAMBA,Municipalidad distrital de Canchabamba,9018276.0,650.286881249,Huaycabamba,Si,18
Si,0.00951074,95.10736357,No,No,"0,05",Recuperación,No,Botadero Jatun Loma,Huánuco,Yarumayo,341855.0,909,Municipalidad distrital de Yarumayo,Municipalidad distrital de Yarumayo,8895302.0,39.06171595,Huánuco,Si,18
No,4.31893271,43189.3271119,No,No,62,Recuperación,No,Botadero Chilepampa,Huánuco,Huánuco,360556.0,1144,Municipalidad provincial de Huánuco,"Municipalidad provincial de Huánuco, Municipalidad distrital de Amarilis, Municipalidad distrital de Pillco Marca, Municipalidad distrital de Santa Maria del Valle",8903793.0,788.60379005,Huánuco,Si,18
Si,0.04084282,408.42819393,No,No,"0,06",Recuperación,No,Botadero Makanin,Huánuco,Jesús,323330.0,860,Municipalidad distrital de San Miguel de Cauri,Municipalidad distrital de San Miguel de Cauri,8880376.0,79.41795345,Lauricocha,Si,18
No,0.10940473,1094.04730944,No,No,"0,3",Recuperación,No,Botadero Cochambra,Huánuco,Baños,310331.0,879,Municipalidad distrital de Baños,Municipalidad distrital de Baños,8883751.0,132.53973302,Lauricocha,Si,18
No,0.13860317,1386.03167607,No,Si,"0,08",Recuperación,No,Botadero Yanatini,Huánuco,San Francisco de Asís,315941.0,1416,Municipalidad distrital de San Francisco de Asís,Municipalidad distrital de San Francisco de Asís,8894233.0,153.17456293,Lauricocha,Si,18
Si,0.17356816,1735.68161547,No,Si,"35,6",Recuperación,Si,Botadero La Moyuna,Huánuco,Rupa-Rupa,390253.0,51,Municipalidad provincial de Leoncio Prado,"Municipalidad provincial de Leoncio Prado, Municipalidad distrital de Mariano Damaso Beraún, Municipalidad distrital de Luyando, Municipalidad distrital de Daniel Alomia Robles, Municipalidad distrital de Castillo Grande",8974090.0,227.4849843,Leoncio Prado,Si,18
No,0.11122409,1112.24093606,No,Si,"1,093",Recuperación,No,Botadero Sector Huambo,Huánuco,Huacrachuco,258991.0,1077,Municipalidad provincial de Marañon,Municipalidad provincial de Marañon,9053244.0,130.3830237,Marañón,Si,18
Si,0.096483,964.833272,No,No,,Recuperación,No,Botadero Mesapampa,Huánuco,Panao,397290.0,481,Municipalidad distrital de Chaglla,Municipalidad distrital de Chaglla,8911406.0,126.757923,Pachitea,Si,18
No,0.06106145,610.61452248,No,No,"1,177",Recuperación,Si,Botadero Azul Cucho,Huánuco,Chaglla,403203.0,954,Municipalidad distrital de Chaglla,Municipalidad distrital de Chaglla,8914570.0,95.78032888,Pachitea,Si,18
No,0.48824047,4882.40474602,No,Si,"2,829",Recuperación,No,Botadero Puerto Inca,Huánuco,Puerto Inca,504775.0,1064,Municipalidad provincial de Puerto Inca,Municipalidad provincial de Puerto Inca,8962247.0,325.94599192,Puerto Inca,Si,18
