ACT_SEGREG,AREA_HA,AREA_M2,ARROJO_RR1,ARROJO_RR_,CANT_RRSS,CATEGORIA,CRIANZA_AN,DEN_BOT,DEPARTAMEN,DISTRITO,ESTE,Index,M_ADM_BOT,M_DISP_RRS,NORTE,PERIMETRO,PROVINCIA,QUEMA_BASU,ZONA
Si,0.30617286,3061.72859483,No,No,"2,14",Recuperación,No,Botadero Sector de Ucrucacha,Ancash,Huallanca,286027.0,915,Municipalidad distrital de Huallanca,Municipalidad distrital de Huallanca,8903724.0,240.05831771,Bolognesi,No,18
No,0.0642014,642.01396219,No,Si,"0,05",Recuperación,No,Botadero Sector Antichacra,Ancash,San Miguel de Corpanqui,259015.0,1120,Municipalidad distrital de San Miguel de Corpanqui,Municipalidad distrital de San Miguel Corpanqui,8862015.0,106.64520767,Bolognesi,No,18
No,0.26870029,2687.00294391,No,No,"0,066",Recuperación,No,Botadero de Winson,Ancash,Huasta,263377.0,1201,Municipalidad distrital de Huasta,Municipalidad distrital de Huasta,8881431.0,201.95874227,Bolognesi,No,18
No,0.10507018,1050.70178428,No,No,"0,5",Recuperación,No,Botadero Huacatac - Quincha Pata,Ancash,Ticllos,258306.0,1220,Municipalidad distrital de Ticllos,Municipalidad distrital de Ticllos,8864566.0,127.87688743,Bolognesi,No,18
No,0.73880899,7388.08985506,No,No,"0,06",Recuperación,No,Botadero San Miguel,Ancash,Aquia,265167.0,1397,Municipalidad distrital de Aquia,Municipalidad distrital de Aquia,8887776.0,353.4523069,Bolognesi,No,18
No,0.07670796,767.07955512,No,No,"0,05",Recuperación,No,Botadero Sector Chilca,Ancash,Anta,215294.0,705,Municipalidad distrital de Anta,Municipalidad distrital de Anta,8964644.0,104.4822837,Carhuaz,No,18
No,0.31528034,3152.80335355,No,No,"0,06",Recuperación,No,Botadero Sector de Margash,Ancash,Shilla,210882.0,796,Municipalidad distrital de Shilla,"Municipalidad distrital de Shilla, Municipalidad distrital de Ataquero",8976558.0,234.70074312,Carhuaz,No,18
Si,0.76531603,7653.16033405,No,No,"0,08",Recuperación,No,Botadero Sector Allparumi,Ancash,Anta,213592.0,867,Municipalidad distrital de Marcara,Municipalidad distrital de Marcara,8967912.0,344.68104959,Carhuaz,No,18
No,0.68462996,6846.29961537,No,No,"0,05",Recuperación,No,Botadero Sector Minaspucro,Ancash,Pariahuanca,218497.0,868,Municipalidad distrital de Pariahuanca,Municipalidad distrital de Pariahuanca,8964808.0,318.81202123,Carhuaz,No,18
No,0.05235562,523.55621706,No,No,"0,04",Recuperación,No,Botadero Sector Percashca,Ancash,San Miguel de Aco,219109.0,1079,Municipalidad distrital de San Miguel de Aco,Municipalidad distrital de San Miguel de Aco,8962775.0,103.76269866,Carhuaz,No,18
No,0.04525299,452.52992558,No,No,No Precisa,Recuperación,No,Botadero Sector Onque - Mare,Ancash,Amashca,209250.0,1409,Municipalidad distrital de Amashca,Municipalidad distrital de Amashca,8977516.0,85.32762272,Carhuaz,No,18
No,0.06379745,637.97451311,No,No,"0,04",Recuperación,No,Botadero Sector Yungar,Ancash,Yungar,215881.0,1469,Municipalidad distrital de Yungar,Municipalidad distrital de Yungar,8962849.0,107.66343373,Carhuaz,No,18
Si,0.49147272,4914.72716803,No,Si,No Precisa,Recuperación,No,Botadero Ampash,Ancash,San Luis,245596.0,907,Municipalidad provincial de Carlos Fermin Fitzcarrald,Municipalidad provincial de Carlos Fermin Fitzcarrald,8993405.0,385.43056813,Carlos Fermín Fitzcarrald,No,18
Si,0.3750475,3750.47500111,No,No,"0,071",Recuperación,No,Botadero Sector San José de Chacuascancha,Ancash,Yauya,246480.0,1449,Municipalidad distrital de Yauya,Municipalidad distrital de Yauya,9007831.0,233.37382834,Carlos Fermín Fitzcarrald,No,18
Si,0.08372218,837.22184199,No,No,No Precisa,Recuperación,No,Botadero Iquichalcan,Ancash,Buena Vista Alta,817533.0,706,Municipalidad distrital de Quillo,Municipalidad distrital de Quillo,8967255.0,111.26250614,Casma,No,17
No,0.190225,1902.25343,No,No,1.9,Recuperación,No,Botadero Shallash,Ancash,Tarica,217889.0,494,Municipalidad distrital de Tarica,Municipalidad distrital de Tarica,8961588.0,177.671314,Huaraz,No,18
No,0.1407312,1407.31198474,No,No,No Precisa,Recuperación,No,Botadero Sector Cruz Punta,Ancash,Pira,200289.0,697,Municipalidad distrital de Pira,Municipalidad distrital de Pira,8939408.0,155.96131514,Huaraz,No,18
Si,0.25224326,2522.43264603,No,No,"1,8",Recuperación,No,Botadero Sector Punku,Ancash,Jangas,217019.0,717,Municipalidad distrital de Jangas,Municipalidad distrital de Jangas,8959138.0,218.05587361,Huaraz,No,18
Si,0.12089732,1208.9732216,No,No,"0,085",Recuperación,No,Botadero de Canrey Grande,Ancash,Olleros,232241.0,819,Municipalidad distrital de Olleros,Municipalidad distrital de Olleros,8930464.0,138.10295997,Huaraz,No,18
Si,1.91214485,19121.4485206,No,Si,50,Recuperación,No,Botadero Sector Carhuash Jirca,Ancash,Independencia,219301.0,838,Municipalidad provincial de Huaraz,Municipalidad provincial de Huaraz,8943718.0,553.57359056,Huaraz,No,18
No,0.35377968,3537.79684103,No,No,"0,28",Recuperación,No,Botadero Sector Incun Punta,Ancash,Pariacoto,182433.0,1009,Municipalidad distrital de Pariacoto,Municipalidad distrital de Pariacoto,8942766.0,254.17691683,Huaraz,No,18
Si,0.08207834,820.78336261,No,No,"0,036",Recuperación,No,Botadero Cementerio,Ancash,Colcabamba,191229.0,1452,Municipalidad distrital de Colcabamba,Municipalidad distrital de Colcabamba,8938161.0,118.3809211,Huaraz,No,18
Si,0.051716,517.163641,No,No,0.5,Recuperación,No,Botadero de Huantar,Ancash,Huantar,261292.0,514,Municipalidad distrital de Huantar,Municipalidad distrital de Huantar,8954060.0,94.279982,Huari,No,18
No,0.17080231,1708.02308626,No,No,No Precisa,Recuperación,No,Botadero Tzacacruz,Ancash,Huacchis,302800.0,554,Municipalidad distrital de Huacchis,Municipalidad distrital de Huacchis,8985500.0,160.8707431,Huari,No,18
Si,1.24346232,12434.6231613,No,No,"0,12",Recuperación,No,Botadero Sector Chuchusmina,Ancash,San Marcos,266690.0,716,Municipalidad distrital de San Marcos,Municipalidad distrital de San Marcos,8948163.0,423.42791521,Huari,No,18
No,0.20067856,2006.7855986,No,No,"0,14",Recuperación,No,Botadero Sector Ricodo,Ancash,Masin,275764.0,725,Municipalidad distrital de Masin,Municipalidad distrital de Masin,8968198.0,175.46721267,Huari,No,18
No,0.13584093,1358.40926,No,No,"0,200",Recuperación,No,Botadero Sector Progreso,Ancash,Huacchis,303476.0,799,Municipalidad distrital de Huacchis,Municipalidad distrital de Huacchis,8982786.0,151.05539676,Huari,No,18
Si,0.40066388,4006.63882048,No,No,"7,76",Recuperación,No,Botadero Centro Ecológico Huanchac,Ancash,Huari,262292.0,840,Municipalidad provincial de Huari,Municipalidad provincial de Huari,8964067.0,316.97460595,Huari,No,18
No,0.14362004,1436.20038077,No,No,"0,05",Recuperación,No,Botadero Sector Araj,Ancash,Uco,288112.0,869,Municipalidad distrital de Uco,Municipalidad distrital de Uco,8986711.0,146.72145136,Huari,No,18
Si,0.83957647,8395.76474098,No,Si,"0,17",Recuperación,No,Botadero Complejo Arqueológico de Agush / Sector Vilcabamba,Ancash,Chavin de Huantar,261364.0,870,Municipalidad distrital de Chavín de Huantar,Municipalidad distrital de Chavín de Huantar,8942997.0,403.13490402,Huari,No,18
No,0.28485762,2848.57615864,No,No,"0,06",Recuperación,No,Botadero Sector Gargahuain,Ancash,Rahuapampa,275160.0,871,Municipalidad distrital de Rahuapampa,Municipalidad distrital de Rahuapampa,8967444.0,376.57451975,Huari,No,18
No,0.15575197,1557.51968856,No,No,"0,04",Recuperación,No,Botadero Sector Pajarin,Ancash,Ponto,279430.0,941,Municipalidad distrital de Ponto,Municipalidad distrital de Ponto,8968687.0,172.95983092,Huari,No,18
Si,0.67581214,6758.12135209,No,No,"0,285",Recuperación,No,Botadero de Rontoy,Ancash,Paucas,291321.0,1202,Municipalidad distrital de Paucas,Municipalidad distrital de Paucas,8986149.0,320.13957797,Huari,No,18
Si,0.08296145,829.6145108,No,No,"0,071",Recuperación,No,Botadero de Huaroyapampa,Ancash,Anra,287405.0,1203,Municipalidad distrital de Anra,Municipalidad distrital de Anra,8977783.0,133.39458767,Huari,No,18
Si,0.49312762,4931.27615519,No,No,"0,400",Recuperación,No,Botadero Pucyush,Ancash,Cajay,262628.0,1455,Municipalidad distrital de Cajay,Municipalidad distrital de Cajay,8967588.0,287.29638654,Huari,No,18
Si,0.04413651,441.36512005,No,Si,"0,11",Recuperación,No,Botadero Sector Molino Rag-Ra,Ancash,Huachis,269219.0,1460,Municipalidad distrital de Huacchis,Municipalidad distrital de Huacchis,8958845.0,79.5387423,Huari,No,18
Si,0.65,6500.0,No,No,5,Recuperación,No,Botadero Centro Ecológico Shanpon,Ancash,Chavin de Huantar,260317.0,1727,MUNICIPALIDAD DISTRITAL DE CHAVIN,Municipalidad Distrital de Chavin de Huantar,8942886.0,320.0,Huari,No,18
No,0.30080528,3008.05281843,No,No,"4,45",Recuperación,Si,Botadero Allhuill,Ancash,Huayan,202335.0,916,Municipalidad distrital de Huayan,Municipalidad distrital de Huayan,8906193.0,221.03881733,Huarmey,No,18
No,0.13655844,1365.58438279,No,No,"0,08",Recuperación,No,Botadero Sector Catucancha,Ancash,Pueblo Libre,191746.0,245,Municipalidad distrital de Pueblo Libre,Municipalidad distrital de Pueblo Libre,8993097.0,152.27543147,Huaylas,No,18
Si,0.09456186,945.61855299,No,No,No Precisa,Recuperación,No,Botadero Sector Matipuquio,Ancash,Huata,185604.0,278,Municipalidad distrital de Huata,Municipalidad distrital de Huata,9002228.0,120.4952333,Huaylas,No,18
Si,0.33134957,3313.49566209,No,No,"0,09",Recuperación,No,Botadero Sector de Mirasanta,Ancash,Santa Cruz,191818.0,280,Municipalidad distrital de Santa Cruz,Municipalidad distrital de Santa Cruz,9007048.0,295.94879546,Huaylas,No,18
No,0.21293353,2129.33528924,No,No,"0,071",Recuperación,No,Botadero Sector Parpacoto,Ancash,Mato,186937.0,281,Municipalidad distrital de Mato,Municipalidad distrital de Mato,9009652.0,228.78244374,Huaylas,No,18
Si,0.38445626,3844.56264749,No,No,"0,09",Recuperación,No,Botadero Sector de Cullashpunru,Ancash,Huallanca,178747.0,285,Municipalidad distrital de Santo Toribio,Municipalidad distrital de Santo Toribio,9022920.0,268.77389128,Huaylas,No,18
No,0.0976982,976.98202598,No,No,1,Recuperación,No,Botadero Sector Quihuay,Ancash,Yuracmarca,179480.0,1418,Municipalidad distrital de Yuracmarca,Municipalidad distrital de Yuracmarca,9031972.0,136.76443995,Huaylas,No,18
No,0.26233216,2623.32157115,No,No,"0,08",Recuperación,No,Botadero Sector de Gribaltar,Ancash,Huallanca,182786.0,1419,Municipalidad distrital de Huallanca,"Municipalidad distrital de Huallanca, Municipalidad distrital de Yuracmarca",9026033.0,210.19199354,Huaylas,No,18
No,0.06651726,665.17263405,No,No,"0,05",Recuperación,No,Botadero Sector China Pamparanan,Ancash,Pamparomas,171706.0,1488,Municipalidad distrital de Pamparomas,Municipalidad distrital de Pamparomas,8995355.0,114.8790337,Huaylas,No,18
Si,0.13506865,1350.68653339,No,No,1.30,Recuperación,No,Botadero de Curcuy,Ancash,Huaylas,184212.0,1590,Municipalidad distrital de Huaylas,No precisa,9017545.0,162.29458248,Huaylas,No,18
No,0.30057135,3005.71352364,No,No,"0,28",Recuperación,No,Botadero Sector Ruquiash Pampa,Ancash,Llumpa,239976.0,282,Municipalidad distrital de Llumpa,Municipalidad distrital de Llumpa,9009023.0,219.75304568,Mariscal Luzuriaga,No,18
No,0.22951759,2295.17588253,No,No,"0,04",Recuperación,No,Botadero Sector Condorsenga,Ancash,Musga,245775.0,283,Municipalidad distrital de Llama,Municipalidad distrital de Llama,9011562.0,221.40249764,Mariscal Luzuriaga,No,18
No,0.03239829,323.98290802,No,No,No Precisa,Recuperación,No,Botadero Quebrada Pullao,Ancash,Eleazar Guzmán Barron,252999.0,284,Municipalidad distrital de Eleazar Guzmán Barrón,Municipalidad distrital de Eleazar Guzmán Barrón,9015241.0,69.83663715,Mariscal Luzuriaga,No,18
Si,0.20397002,2039.70015246,No,Si,No Precisa,Recuperación,No,Botadero Pacosbamba,Ancash,Musga,239820.0,1000,Municipalidad provincial de Mariscal Luzuriaga,"Municipalidad provincial de Mariscal Luzuriaga, Municipalidad distrital de Lucma",9014669.0,197.32355543,Mariscal Luzuriaga,No,18
No,0.06239031,623.90308037,No,No,"0,035",Recuperación,No,Botadero de Pushpushjuran,Ancash,Santiago de Chilcas,241138.0,816,Municipalidad distrital de Santiago de Chilcas,Municipalidad distrital de Santiago de Chilcas,8846226.0,104.85335561,Ocros,No,18
No,0.06294808,629.48077434,No,No,"0,071",Recuperación,No,Botadero de Hualturajra,Ancash,Llipa,259139.0,817,Municipalidad distrital de Llipa,Municipalidad distrital de Llipa,8851270.0,100.77065095,Ocros,No,18
No,0.04507263,450.72628042,No,No,"0,071",Recuperación,No,Botadero de Arenacoto,Ancash,Llipa,255835.0,818,Municipalidad distrital de San Cristobal de Raján,Municipalidad distrital de San Cristobal de Raján,8851516.0,85.77139457,Ocros,No,18
No,0.03331126,333.11262636,No,No,No Precisa,Recuperación,Si,Botadero Sector Ashaujirca,Ancash,Cajamarquilla,259291.0,1423,Municipalidad distrital de Cajamarquilla,Municipalidad distrital de Cajamarquilla,8854759.0,71.53974131,Ocros,No,18
No,0.07624965,762.49650729,No,No,"0,114",Recuperación,No,Botadero Sector Allpamanca,Ancash,San Pedro,226848.0,1439,Municipalidad distrital de San Pedro,Municipalidad distrital de San Pedro,8851233.0,109.73098218,Ocros,No,18
No,0.11550836,1155.08360981,No,No,"0,071",Recuperación,No,Botadero Cardumpampa Peana - Sector Mirache,Ancash,Congas,231010.0,1453,Municipalidad distrital de Congas,Municipalidad distrital de Congas,8856274.0,150.2303649,Ocros,No,18
No,0.22390818,2239.081791,No,No,2,Recuperación,No,Botadero Calaballe,Ancash,Tauca,820249.0,463,Municipalidad distrital de Tauca,Municipalidad distrital de Tauca,9064888.0,184.14371941,Pallasca,No,17
Si,0.12435791,1243.57909896,No,No,2,Recuperación,No,Botadero Combaque,Ancash,Pampas,181668.0,1045,Municipalidad distrital de Pampas,Municipalidad distrital de Pampas,9093300.0,143.44264788,Pallasca,No,18
No,0.02184462,218.44619494,Si,No,"0,14",Recuperación,No,Botadero Las Panisaras,Ancash,Huacaschuque,171225.0,1103,Municipalidad distrital de Huacaschuque,Municipalidad distrital de Huacaschuque,9080630.0,58.88080485,Pallasca,No,18
Si,0.10111743,1011.17430474,No,No,1,Recuperación,No,Botadero Allicama,Ancash,Huandoval,170292.0,1372,Municipalidad distrital de Huandoval,Municipalidad distrital de Huandoval,9077785.0,125.35974124,Pallasca,No,18
No,0.10642877,1064.28766617,No,No,11,Recuperación,No,Botadero Sector Cumbal,Ancash,Lacabamba,183785.0,1645,Municipalidad distrital de Conchucos,Municipalidad distrital de Conchucos,9085124.0,135.49232272,Pallasca,No,18
Si,0.09238837,923.88367454,No,No,"0,1",Recuperación,No,Botadero Sector de Rupey Rajra,Ancash,Quinuabamba,235951.0,724,Municipalidad distrital de Quinuabamba,Municipalidad distrital de Quinuabamba,9036910.0,123.10804732,Pomabamba,No,18
Si,0.55182353,5518.23526665,No,Si,No Precisa,Recuperación,No,Botadero Centro Ecológico Chuyan,Ancash,Ticapampa,230870.0,175,Municipalidad provincial de Recuay,"Municipalidad provincial de Recuay, Municipalidad distrital de Ticapampa",8922190.0,302.79733853,Recuay,No,18
No,0.07480477,748.04773936,No,No,"0,08",Recuperación,No,Botadero Sector del Cementerio - Hualla,Ancash,Pampas Chico,237366.0,201,Municipalidad distrital de Pampas Chico,Municipalidad distrital de Pampas Chico,8880791.0,117.68050498,Recuay,No,18
Si,0.10398941,1039.89407535,No,No,"0,11",Recuperación,No,Botadero Sector de Sillacaca,Ancash,Llacllin,212064.0,202,Municipalidad distrital de Llacllín,Municipalidad distrital de Llacllín,8885810.0,147.87846696,Recuay,No,18
Si,0.15262376,1526.23757265,No,No,No Precisa,Recuperación,No,Botadero Sector Carachuco,Ancash,Huayllapampa,222064.0,845,Municipalidad distrital de Huayllapampa,Municipalidad distrital de Huayllapampa,8885985.0,153.66537621,Recuay,No,18
Si,0.11567208,1156.72076105,No,No,No Precisa,Recuperación,No,Botadero Quebrada Shallalla,Ancash,Tapacocha,217891.0,895,Municipalidad distrital de Tapacocha,Municipalidad distrital de Tapacocha,8892022.0,136.51179265,Recuay,No,18
No,0.47998917,4799.89169965,No,No,2,Recuperación,No,Botadero de Aquirma,Ancash,Catac,234896.0,1219,Municipalidad distrital de Catac,Municipalidad distrital de Catac,8917071.0,299.76762639,Recuay,No,18
Si,0.32624445,3262.44446295,No,No,No Precisa,Recuperación,No,Botadero Paltachacra,Ancash,Cotaparaco,215607.0,1376,Municipalidad distrital de Cotaparaco,Municipalidad distrital de Cotaparaco,8893473.0,215.47081275,Recuay,No,18
No,0.12118566,1211.85663579,No,No,"0,014",Recuperación,No,Botadero Chinchiguas,Ancash,Marca,225894.0,1454,Municipalidad distrital de Marca,Municipalidad distrital de Marca,8882889.0,132.98261165,Recuay,No,18
No,0.3817581,3817.58096495,No,Si,"5,05",Recuperación,No,Botadero Maraybamba Abajo,Ancash,Huayllabamba,214924.0,214,Municipalidad provincial de Sihuas,Municipalidad provincial de Sihuas,9049706.0,233.36725687,Sihuas,No,18
No,0.12068974,1206.89739983,No,Si,"0,15",Recuperación,Si,Botadero Sector Auyubamba,Ancash,Quiches,224529.0,745,Municipalidad distrital de Quiches,Municipalidad distrital de Quiches,9071362.0,146.47161733,Sihuas,No,18
Si,0.27672697,2767.26965878,No,No,"0,1",Recuperación,No,Botadero Sector Huanchi,Ancash,Huayllabamba,217041.0,911,Municipalidad distrital de Huayllabamba ,Municipalidad distrital de Hauyllabamba,9056855.0,222.77182299,Sihuas,No,18
No,0.02438693,243.86927279,No,No,No Precisa,Recuperación,No,Botadero Quebrada Viscerro Yacu,Ancash,Alfonso Ugarte,232470.0,1544,Municipalidad distrital de Alfonso Ugarte,Municipalidad distrital de Alfonso Ugarte,9064651.0,70.53899304,Sihuas,No,18
No,0.6,6000.0,No,No,0.035,Recuperación,No,Botadero Puca Rumi,Ancash,San Juan,215346.0,1801,MUNICIPALIDAD DISTRITAL DE SAN JUAN,Municipalidad distrital de San Juan,9045282.0,60.0,Sihuas,No,18
Si,0.20001327,2000.1326991,No,No,No Precisa,Recuperación,No,Botadero Sector de Cochaucro,Ancash,Yanama,229096.0,279,Municipalidad distrital de Yanama,Municipalidad distrital de Yanama,9002735.0,210.88114855,Yungay,No,18
Si,0.46047352,4604.73523706,No,No,12,Recuperación,No,Botadero Collcapampa,Ancash,Yungay,195895.0,925,Municipalidad provincial de Yungay,Municipalidad provincial de Yungay,8995019.0,286.78429176,Yungay,No,18
No,0.22591162,2259.11618567,No,No,"1,5",Recuperación,No,Botadero Huellac,Ancash,Mancos,202556.0,1204,Municipalidad distrital de Mancos,Municipalidad distrital de Mancos,8983531.0,233.74538107,Yungay,No,18
No,0.25706762,2570.6761744,No,No,"0,2",Recuperación,No,Botadero de Tarash Uran,Ancash,Yungay,198908.0,1420,Municipalidad distrital de Matacoto,Municipalidad distrital de Matacoto,8984745.0,204.52099121,Yungay,No,18
Si,0.04603382,460.33820968,No,No,"0,5",Recuperación,No,Botadero Sector Monte Bello,Ancash,Ranrahirca,201359.0,1475,Municipalidad distrital de Ranrahirca,Municipalidad distrital de Ranrahirca,8984398.0,95.73190374,Yungay,No,18
Si,0.01206049,120.60487287,No,No,"0,57",Recuperación,No,Botadero Sector Huantaruran,Ancash,Quillo,824875.0,1522,Municipalidad distrital de Quillo,Municipalidad distrital de Quillo,8967230.0,44.05989298,Yungay,No,17
No,0.11945725,1194.57254436,No,No,"0,06",Recuperación,No,Botadero Sector Arshuachanan,Ancash,Shupluy,203553.0,1618,Municipalidad distrital de Shupluy,Municipalidad distrital de Shupluy,8979850.0,159.2444457,Yungay,No,18
No,0.15062002,1506.20021633,No,No,"0,25",Recuperación,No,Botadero Sector Shapallu,Ancash,Coris,202298.0,917,Municipalidad distrital de Coris,Municipalidad distrital de Coris,8913501.0,189.00245101,Aija,Si,18
No,0.11793577,1179.35768097,No,No,No Precisa,Recuperación,No,Botadero Quebrada Canlla,Ancash,Chaccho,270881.0,277,Municipalidad distrital de Chaccho,Municipalidad distrital de Chaccho,8997306.0,142.63801879,Antonio Raymondi,Si,18
No,0.04096076,409.60764125,No,No,No Precisa,Recuperación,No,Botadero Quebrada Mojonrumi-Arashpaña,Ancash,Aczo,279916.0,698,Municipalidad distrital de San Juan de Rontoy,Municipalidad distrital de San Juan de Rontoy,8986818.0,94.90041079,Antonio Raymondi,Si,18
No,0.14680892,1468.08923918,No,No,No Precisa,Recuperación,No,Botadero Quebrada Pasamaito,Ancash,Aczo,282743.0,885,Municipalidad distrital de Chingas,Municipalidad distrital de Chingas,8988502.0,143.68717021,Antonio Raymondi,Si,18
Si,0.52164707,5216.47070711,No,Si,"1,44",Recuperación,No,Botadero Jancush,Ancash,Llamellin,279275.0,926,Municipalidad provincial de Antonio Raymondi,Municipalidad provincial de Antonio Raymondi,8994417.0,294.33605981,Antonio Raymondi,Si,18
Si,1.18745567,11874.5567246,No,Si,No Precisa,Recuperación,No,Botadero Sector Tacshacuna,Ancash,Chacas,240961.0,906,Municipalidad provincial de Asunción,"Municipalidad provincial de Asunción, Municipalidad distrital de Chacas, Municipalidad distrital de Acochaca",8985229.0,475.90601089,Asunción,Si,18
Si,6.04343309908,60434.3309908,No,No,0.1,Reconversión,No,Botadero Ahusana,Ancash,Pacllon,271721.0,16,MUNICIPALIDAD DISTRITAL DE PACLLON,Municipalidad distrital de Pacllon,8867860.0,1207.49311942,Bolognesi,Si,18
